2014-11-16 22:06:36,connect to server msg
2014-11-16 22:06:37,enter begin to addclient
2014-11-16 22:06:37,leave the    addclient
2014-11-16 22:22:39,connect to server msg
2014-11-16 22:22:40,enter begin to addclient
2014-11-16 22:22:40,leave the    addclient
2014-11-16 22:24:38,connect to server msg
2014-11-16 22:24:39,enter begin to addclient
2014-11-16 22:24:39,leave the    addclient
2014-11-16 22:24:45,enter the delClient
2014-11-16 22:24:45,leave the delClient
2014-11-16 22:27:10,connect to server msg
2014-11-16 22:27:11,enter begin to addclient
2014-11-16 22:27:11,leave the    addclient
2014-11-16 22:31:07,connect to server msg
2014-11-16 22:31:10,enter begin to addclient
2014-11-16 22:31:10,leave the    addclient
2014-11-16 22:37:24,connect to server msg
2014-11-16 22:37:56,enter begin to addclient
2014-11-16 22:37:56,leave the    addclient
2014-11-16 22:43:30,connect to server msg
2014-11-16 22:43:33,enter begin to addclient
2014-11-16 22:43:33,leave the    addclient
2014-11-16 23:28:03,connect to server msg
2014-11-16 23:28:09,enter begin to addclient
2014-11-16 23:28:09,leave the    addclient
2014-11-16 23:28:13,enter the server send file
2014-11-16 23:28:28,ack send file cont
2014-11-16 23:28:28,ack send file cont
2014-11-16 23:28:28,ack send file cont
2014-11-16 23:28:28,ack send file cont
2014-11-16 23:28:28,ack send file cont
2014-11-16 23:28:28,ack send file cont
2014-11-16 23:28:28,ack send file cont
2014-11-16 23:28:28,ack send file cont
2014-11-16 23:28:28,ack send file cont
2014-11-16 23:28:28,ack send file cont
2014-11-16 23:28:28,ack send file cont
2014-11-16 23:28:28,ack send file cont
2014-11-16 23:28:28,ack send file cont
2014-11-16 23:28:28,ack send file cont
2014-11-16 23:28:28,ack send file cont
2014-11-16 23:28:28,ack send file cont
2014-11-16 23:28:28,ack send file cont
2014-11-16 23:28:28,ack send file cont
2014-11-16 23:28:28,ack send file cont
2014-11-16 23:28:28,ack send file cont
2014-11-16 23:28:28,ack send file cont
2014-11-16 23:28:28,ack send file cont
2014-11-16 23:28:28,ack send file cont
2014-11-16 23:28:28,ack send file cont
2014-11-16 23:28:28,ack send file cont
2014-11-16 23:28:28,ack send file cont
2014-11-16 23:28:28,ack send file cont
2014-11-16 23:28:28,ack send file cont
2014-11-16 23:28:28,ack send file cont
2014-11-16 23:28:28,ack send file cont
2014-11-16 23:28:28,ack send file cont
2014-11-16 23:28:28,ack send file cont
2014-11-16 23:28:28,ack send file cont
2014-11-16 23:28:28,ack send file cont
2014-11-16 23:28:28,ack send file cont
2014-11-16 23:28:28,ack send file cont
2014-11-16 23:28:28,ack send file cont
2014-11-16 23:28:28,ack send file cont
2014-11-16 23:28:28,ack send file cont
2014-11-16 23:28:28,ack send file cont
2014-11-16 23:28:28,ack send file cont
2014-11-16 23:28:28,ack send file cont
2014-11-16 23:28:28,ack send file cont
2014-11-16 23:28:28,ack send file cont
2014-11-16 23:28:28,ack send file cont
2014-11-16 23:28:28,ack send file cont
2014-11-16 23:28:28,ack send file cont
2014-11-16 23:28:28,ack send file cont
2014-11-16 23:28:28,ack send file cont
2014-11-16 23:28:28,ack send file cont
2014-11-16 23:28:28,ack send file cont
2014-11-16 23:28:28,ack send file cont
2014-11-16 23:28:28,ack send file cont
2014-11-16 23:28:28,ack send file cont
2014-11-16 23:28:29,ack send file cont
2014-11-16 23:28:29,ack send file cont
2014-11-16 23:28:29,ack send file cont
2014-11-16 23:28:29,ack send file cont
2014-11-16 23:28:29,ack send file cont
2014-11-16 23:28:29,ack send file cont
2014-11-16 23:28:29,ack send file cont
2014-11-16 23:28:29,ack send file cont
2014-11-16 23:28:29,ack send file cont
2014-11-16 23:28:29,ack send file cont
2014-11-16 23:28:29,ack send file cont
2014-11-16 23:28:29,ack send file cont
2014-11-16 23:28:29,ack send file cont
2014-11-16 23:28:29,ack send file cont
2014-11-16 23:28:29,ack send file cont
2014-11-16 23:28:29,ack send file cont
2014-11-16 23:28:29,ack send file cont
2014-11-16 23:28:29,ack send file cont
2014-11-16 23:28:29,ack send file cont
2014-11-16 23:28:29,ack send file cont
2014-11-16 23:28:29,ack send file cont
2014-11-16 23:28:29,ack send file cont
2014-11-16 23:28:29,ack send file cont
2014-11-16 23:28:29,ack send file cont
2014-11-16 23:28:29,ack send file cont
2014-11-16 23:28:29,ack send file cont
2014-11-16 23:28:29,ack send file cont
2014-11-16 23:28:29,ack send file cont
2014-11-16 23:28:29,ack send file cont
2014-11-16 23:28:29,ack send file cont
2014-11-16 23:28:29,ack send file cont
2014-11-16 23:28:29,ack send file cont
2014-11-16 23:28:29,ack send file cont
2014-11-16 23:28:29,ack send file cont
2014-11-16 23:28:29,ack send file cont
2014-11-16 23:28:29,ack send file cont
2014-11-16 23:28:29,ack send file cont
2014-11-16 23:28:29,ack send file cont
2014-11-16 23:28:29,ack send file cont
2014-11-16 23:28:29,ack send file cont
2014-11-16 23:28:29,ack send file cont
2014-11-16 23:28:29,ack send file cont
2014-11-16 23:28:29,ack send file cont
2014-11-16 23:28:29,ack send file cont
2014-11-16 23:28:29,ack send file cont
2014-11-16 23:28:29,ack send file cont
2014-11-16 23:28:29,ack send file cont
2014-11-16 23:28:29,ack send file cont
2014-11-16 23:28:29,ack send file cont
2014-11-16 23:28:29,ack send file cont
2014-11-16 23:28:29,ack send file cont
2014-11-16 23:28:29,ack send file cont
2014-11-16 23:28:29,ack send file cont
2014-11-16 23:28:29,ack send file cont
2014-11-16 23:28:29,ack send file cont
2014-11-16 23:28:29,ack send file cont
2014-11-16 23:28:29,ack send file cont
2014-11-16 23:28:29,ack send file cont
2014-11-16 23:28:29,ack send file cont
2014-11-16 23:28:29,ack send file cont
2014-11-16 23:28:29,ack send file cont
2014-11-16 23:28:29,ack send file cont
2014-11-16 23:28:29,ack send file cont
2014-11-16 23:28:29,ack send file cont
2014-11-16 23:28:29,ack send file cont
2014-11-16 23:28:29,ack send file cont
2014-11-16 23:28:29,ack send file cont
2014-11-16 23:28:29,ack send file cont
2014-11-16 23:28:29,ack send file cont
2014-11-16 23:28:29,ack send file cont
2014-11-16 23:28:29,ack send file cont
2014-11-16 23:28:29,ack send file cont
2014-11-16 23:28:29,ack send file cont
2014-11-16 23:28:29,ack send file cont
2014-11-16 23:28:29,ack send file cont
2014-11-16 23:28:29,ack send file cont
2014-11-16 23:28:29,ack send file cont
2014-11-16 23:28:29,ack send file cont
2014-11-16 23:28:29,ack send file cont
2014-11-16 23:28:29,ack send file cont
2014-11-16 23:28:29,ack send file cont
2014-11-16 23:28:29,ack send file cont
2014-11-16 23:28:29,ack send file cont
2014-11-16 23:28:29,ack send file cont
2014-11-16 23:28:29,ack send file cont
2014-11-16 23:28:29,ack send file cont
2014-11-16 23:28:29,ack send file cont
2014-11-16 23:28:29,ack send file cont
2014-11-16 23:28:29,ack send file cont
2014-11-16 23:28:29,ack send file cont
2014-11-16 23:28:29,ack send file cont
2014-11-16 23:28:29,ack send file cont
2014-11-16 23:28:29,ack send file cont
2014-11-16 23:28:29,ack send file cont
2014-11-16 23:28:29,ack send file cont
2014-11-16 23:28:29,ack send file cont
2014-11-16 23:28:29,ack send file cont
2014-11-16 23:28:29,ack send file cont
2014-11-16 23:28:29,ack send file cont
2014-11-16 23:28:29,ack send file cont
2014-11-16 23:28:29,ack send file cont
2014-11-16 23:28:29,ack send file cont
2014-11-16 23:28:29,ack send file cont
2014-11-16 23:28:29,ack send file cont
2014-11-16 23:28:30,ack send file cont
2014-11-16 23:28:30,ack send file cont
2014-11-16 23:28:30,ack send file cont
2014-11-16 23:28:30,ack send file cont
2014-11-16 23:28:30,ack send file cont
2014-11-16 23:28:30,ack send file cont
2014-11-16 23:28:30,ack send file cont
2014-11-16 23:28:30,ack send file cont
2014-11-16 23:28:30,ack send file cont
2014-11-16 23:28:30,ack send file cont
